"1624006317261348864 2023-02-10 11:24:13 +0000 <jess_sosnoski> @CHRISsW0RLD @The_Trump_Train @dan_mcnichols @Atheen_ @thandar324 @V_Hawtmess1 @SheriCarter18 @DanielKlatt @NavinJohnson @tooosunny @StevieaB @jess_sosnoski @xephula @finaltelegraph @americadefiant #trump #freespeech #socialmedia #video #patriot Trump/patriot-friendly free speech social media &amp; video sites... -  https://t.co/zqpIQuTkmA
",Text,Positive Emojis,Negative Emojis,Sentiment Score,Sentiment
"1623000132760539138 2023-02-07 16:46:00 +0000 <MediaOpinion19> Donald Trump wants his supporters to carry Trump Cards  #MAGA #TRUMP2024 #Trump   https://t.co/i8ExQ4MTp2
",mediaopinion donald trump wants his supporters to carry trump cards maga trump trump,0,0,0.4404,positive
"1623387671195164692 2023-02-08 18:25:56 +0000 <cool_bean615> Donald trump
",coolbean donald trump,0,0,0.0,neutral
"1623342002707259401 2023-02-08 15:24:28 +0000 <AnarchistMary> @KMPHFOX26 Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackma
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackma,0,0,-0.4019,negative
"1622941701433348096 2023-02-07 12:53:49 +0000 <suzie62o> The world knows what O. J. did because of his trial.   History will little note the verdict in Donald’s criminal trials either.  The point is to hold the damn trial &amp; make every appalling detail of his crimes public as only a trial can do.
",suzieo the world knows what o j did because of his trial history will little note the verdict in donald’s criminal trials either the point is to hold the damn trial amp make every appalling detail of his crimes public as only a trial can do,0,0,-0.8055,negative
"1623373058823098374 2023-02-08 17:27:52 +0000 <ScottD25523876> @MarcoAFrieri @SpeakerMcCarthy Trump had to shut the country down because of the China virus. Yet still the inflation rate was at 1.4%. Joe's policy pushes that to almost 9% inflation rate. Worst border crisis in American history. Highest inflation rate in over 40 years. Joe set a number of records.  https://t.co/ZqoqyxCEQq
",scottd trump had to shut the country down because of the china virus yet still the inflation rate was at joes policy pushes that to almost inflation rate worst border crisis in american history highest inflation rate in over years joe set a number of records,0,0,-0.8242,negative
"1623310699555430401 2023-02-08 13:20:05 +0000 <nnwajei> @TheKenBarnett Indict these traitors:  Indict Donald Trump Indict Ted Cruz Indict Josh Hawley Indict Kevin McCarthy Indict Lindsey Graham Indict Mo Brooks Indict Ron Johnson Indict Louis Gohmert. Indict Jim Jordan Indict Matt Gaetz Indict Lauren Boebert Indict MTG Indict Paul Gosar   Retweet
",nnwajei indict these traitors indict donald trump indict ted cruz indict josh hawley indict kevin mccarthy indict lindsey graham indict mo brooks indict ron johnson indict louis gohmert indict jim jordan indict matt gaetz indict lauren boebert indict mtg indict paul gosar retweet,0,0,0.0,neutral
"1622971171393220609 2023-02-07 14:50:55 +0000 <dichomik95> @donald_PL_ Tę Hogwarts Legacy nie ma podjazdu przy Reksio i Czarodzieje. Nie zapraszam do dyskusji
",dichomik tę hogwarts legacy nie ma podjazdu przy reksio i czarodzieje nie zapraszam do dyskusji,0,0,0.0,neutral
"1622964453653331968 2023-02-07 14:24:13 +0000 <algernon972> Donald Peterman never gets the credit he deserves as a cinematographer. I'll always be in awe of how he lit and shot Flashdance.
",algernon donald peterman never gets the credit he deserves as a cinematographer ill always be in awe of how he lit and shot flashdance,0,0,-0.6103,negative
"1623338080840339456 2023-02-08 15:08:53 +0000 <zuoying19> @TheCalvinCooli1 6：We blew the 2022 midterms and not one person in GOP leadership was ousted.   We will nominate Trump and other losers in 2024 and get crushed. We won’t take the senate back and lose the house. Our party is the true clown show in Washington
",zuoying ：we blew the midterms and not one person in gop leadership was ousted we will nominate trump and other losers in and get crushed we won’t take the senate back and lose the house our party is the true clown show in washington,0,0,-0.5267,negative
"1622923483968577536 2023-02-07 11:41:25 +0000 <micha_puzak> @MarcinGrudziaz @donald_PL_ Jako ktoś kto na początku swojej drogi zawodowej miał z takim chujem do czynienia zgadzam się.
",michapuzak jako ktoś kto na początku swojej drogi zawodowej miał z takim chujem do czynienia zgadzam się,0,0,0.0,neutral
"1623295220963069953 2023-02-08 12:18:34 +0000 <halelelulu> Jim Jordan Hyperventilates A Lie: No Spy Balloons Under Trump  https://t.co/ypgteBPsse
",halelelulu jim jordan hyperventilates a lie no spy balloons under trump,0,0,-0.296,negative
"1623277356499537921 2023-02-08 11:07:35 +0000 <BBro08891698> @The_Trump_Train Hell no
",bbro hell no,0,0,-0.7783,negative
"1622988799650168832 2023-02-07 16:00:58 +0000 <AnarchistMary> @newtgingrich @Duncan4Congress Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623432972773822464 2023-02-08 21:25:57 +0000 <LymTyler> @The_Trump_Train Melania Trump of course!!! 🤩
",lymtyler melania trump of course 🤩,1,0,1.0,positive
"1622968452595191814 2023-02-07 14:40:07 +0000 <DUDE7007> @WackyChainer @pukerrainbrow Mc Donald's
",dude mc donalds,0,0,0.0,neutral
"1623352216177328129 2023-02-08 16:05:03 +0000 <barney31912373> Trouble in MAGA world: Crucial Trump ally loses 'key asset'  https://t.co/0gfI3gbWQM
",barney trouble in maga world crucial trump ally loses key asset,0,0,-0.3612,negative
"1623353290120650754 2023-02-08 16:09:19 +0000 <Sal_Luna_> @POTUS We will never forget January 6th, 2021, the day Donald Trump &amp; his White Supremacist Xenophobic Racist Treasonous Taliban Trump Cultist Terrorist Republican Party tried to overturn the will of the American people because they lost a free &amp; fair election.  https://t.co/cH3SVGGmqe
",salluna we will never forget january th the day donald trump amp his white supremacist xenophobic racist treasonous taliban trump cultist terrorist republican party tried to overturn the will of the american people because they lost a free amp fair election,0,0,-0.7379,negative
"1623352860640419840 2023-02-08 16:07:37 +0000 <taznt64> @OdgerTheViking @America1Eagle1 @SaltyTanker2 @uncomforter1 @ThomasS03901268 @thekevindeucey @johnlabrph @Duane54581034 @therrienv @SnoJusticeDad @TruAmericanOG @KeelKeel13 @JackWhoElse @EyeH8Trump @DaMenstraulSho @proundpapaof3 @Carmatta1 @Kara54908966 @JpJever @TetraQammon @actuarymelissa @BrianLakewood69 @GrandellRich @JCDash4 @Luckboxwinnerr @PPitstopII @Ferahgo684 @ChicagotoMaine @VVersace911 @notsocorret @Angelic47552931 @trueblueusa1 @honeywhite2023 @MIRANDAMOON666 @Serenity3_18 @honeywhite2022 @LacarpetronM @Gburgralph58 @TimFaulkner81 @lll_weeks @SherryH40982123 @Amy95474055 @ahriman61621 @endGQP @Ringo102359 @Rob25864425 @samtosane @ReginaM57 @FLYNN6411 @PatroitDebi Lived a much better life under Trump administration...lower taxes, no supply chain issues, lower gas prices   NOW, can't go to the grocery store for less than $300, fill up the vehicle for less than $60.  So yeah, we were MUCH better under the Trump administration
",taznt lived a much better life under trump administrationlower taxes no supply chain issues lower gas prices now cant go to the grocery store for less than fill up the vehicle for less than so yeah we were much better under the trump administration,0,0,0.6042,positive
"1622903852373778432 2023-02-07 10:23:25 +0000 <RellieDorsette> @Mark_Mc_Donald @Brokenshackles2 I get that she wants both.  A treaty, then the voice ... and she's probably looking for all the glory.
",relliedorsette i get that she wants both a treaty then the voice and shes probably looking for all the glory,0,0,0.5423,positive
"1622933835619901447 2023-02-07 12:22:33 +0000 <dimikato> @HaybronDal @Jim_Jordan Donald ""the coward"" Bonespurs? Leader of what? Not of men, that is for sure. Of con men, liars, and grifters, most definitely!
",dimikato donald the coward bonespurs leader of what not of men that is for sure of con men liars and grifters most definitely,0,0,-0.2748,negative
"1624012821855088641 2023-02-10 11:50:04 +0000 <aleisha_71> These tweets are all about #doxxing someone (@marco_schuer) because he posted some general tweets about #Spoutible security... I'd encourage you to report the tweets by this guy Bouzy, who is no better than Musk or Trump... can't handle criticism &amp; goes on the attack... 🧐🧐🧐  https://t.co/RGc4k9II2F
",aleisha these tweets are all about doxxing someone because he posted some general tweets about spoutible security id encourage you to report the tweets by this guy bouzy who is no better than musk or trump cant handle criticism amp goes on the attack 🧐🧐🧐,0,0,0.6914,positive
"1623459890894372864 2023-02-08 23:12:55 +0000 <RapeIsNotCool> Trump Ronna McRomney likes abortion,gun control and Islam?
",rapeisnotcool trump ronna mcromney likes abortiongun control and islam,0,0,0.4215,positive
"1623286375452667904 2023-02-08 11:43:25 +0000 <TomahoTech> Trump Is Getting Squeezed, Left and Right  https://t.co/tXutWGbZcz
",tomahotech trump is getting squeezed left and right,0,0,0.0,neutral
"1623334190895734786 2023-02-08 14:53:25 +0000 <LonnyFountain1> A perfect summation of the democrat and RINO Biden Regime! We need Trump!  https://t.co/5a8QMI2CAv
",lonnyfountain a perfect summation of the democrat and rino biden regime we need trump,0,0,0.5719,positive
"1623711609557336066 2023-02-09 15:53:09 +0000 <friarette> @Morning_Joe Miller danced around the questions like his feet were being held to a fire. Interesting how he couldn’t criticize Trump like he did military leaders. Seriously, there’s not enough evidence regarding Trump trying to obstruct the peaceful transfer of power?
",friarette miller danced around the questions like his feet were being held to a fire interesting how he couldn’t criticize trump like he did military leaders seriously there’s not enough evidence regarding trump trying to obstruct the peaceful transfer of power,0,0,0.6369,positive
"1623328839718805504 2023-02-08 14:32:10 +0000 <Jimpsonseed69> @JoJoFromJerz Remember when that witch with a b tore up Trump's speech?    Please shut your pathetic yap, hypocrite.
",jimpsonseed remember when that witch with a b tore up trumps speech please shut your pathetic yap hypocrite,0,0,-0.5994,negative
"1622996971291041792 2023-02-07 16:33:26 +0000 <r_corgard> @ZaleskiLuke How much in taxes did Donald Newhouse pay over the same time period Lucas?
",rcorgard how much in taxes did donald newhouse pay over the same time period lucas,0,0,-0.1027,negative
"1622983453808513026 2023-02-07 15:39:43 +0000 <JanKowalski5480> @donald_PL_ z atomów, tak jak cała żywność. takich samych atomów, jak te w muszli sedesowej, tylko inna liczba elektronów i protonów.  poprawiłem Panu humor? 🤣🤣🤣
",jankowalski z atomów tak jak cała żywność takich samych atomów jak te w muszli sedesowej tylko inna liczba elektronów i protonów poprawiłem panu humor 🤣🤣🤣,3,0,3.2732,positive
"1623282271263531010 2023-02-08 11:27:07 +0000 <Maakun_Eyes> 、無論 、高市小野田氏等はそれら宗主国の動向を最重要視しているでしょう 、 、TRUMP閣下だって盤石ではないでしょうしね！
",maakuneyes 、無論 、高市小野田氏等はそれら宗主国の動向を最重要視しているでしょう 、 、trump閣下だって盤石ではないでしょうしね！,0,0,0.0,neutral
"1623352884317265931 2023-02-08 16:07:42 +0000 <Randallcmcv> @NotAlexSheppard One of the ways. No one outside of sheeple ever believed, beginning with pausing the vote count so people could rest. Incredible amount of eye-witness, video and digital testimony says the election was stolen. They also subtracted from Trump's totals per the evidence.  https://t.co/oJ98GYqX1Y
",randallcmcv one of the ways no one outside of sheeple ever believed beginning with pausing the vote count so people could rest incredible amount of eyewitness video and digital testimony says the election was stolen they also subtracted from trumps totals per the evidence,0,0,-0.6597,negative
